Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Emmen;Arjun Knape;06-45222480;ArjunKnape@fleckens.hu;Weerdingerstraat 197;Emmen;maandag 11 november 2019;Bezorgen;maandag 11 november 2019;16:12;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 33,85;25% korting op je bestelling;€ 8,46;€ 25,39
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Veenendaal;Steijn Brugmans;06-42513614;SteijnBrugmans@armyspy.com;Schrijverspark 76;Veenendaal;zaterdag 22 september 2018;Afhalen;zaterdag 22 september 2018;17:34;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 23,85;;€ 0,00;€ 23,85
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Amsterdam Noord;Kaitlin Hassing;06-79680802;KaitlinHassing@armyspy.com;Hemsterhuisstraat 38;Amsterdam;dinsdag 14 februari 2017;Bezorgen;dinsdag 14 februari 2017;16:30;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 9,90;;€ 0,00;€ 9,90

Wassenaar;Shirin Wilhelm;06-31956572;ShirinWilhelm@fleckens.hu;Zijdeweg 9;Wassenaar;donderdag 25 mei 2017;Bezorgen;donderdag 25 mei 2017;19:24;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 9,95;€ 9,95;25% korting op je bestelling;€ 2,49;€ 7,46

Scheveningen;Sydney Merkx;06-86122274;SydneyMerkx@rhyta.com;Saffier 73;Berkel en Rodenrijs;maandag 18 juni 2018;Bezorgen;maandag 18 juni 2018;18:38;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 43,80;€ 70,65;;€ 0,00;€ 70,65
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

IJmuiden;Lottie van Breukelen;06-59394171;LottievanBreukelen@rhyta.com;Hoogstraat 113;Middelburg;donderdag 29 november 2018;Afhalen;donderdag 29 november 2018;17:07;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;Tonijn, Gorgonzola, Spinazie, Merguez;€ 4,50;€ 26,90;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Geldrop;Judah Louws;06-55358221;JudahLouws@armyspy.com;Yavanna 190;Geldrop;maandag 24 april 2017;Bezorgen;maandag 24 april 2017;16:39;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;Pepperoni, Knoflooksaus Swirl, Groene Olijven, Groene Olijven;€ 3,50;€ 11,45;€ 31,35;;€ 0,00;€ 31,35
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Groningen Paddepoel;Fabio van de Peppel;06-68711930;FabiovandePeppel@superrito.com;Wilkemaheerd 66;Groningen;woensdag 31 oktober 2018;Bezorgen;woensdag 31 oktober 2018;18:16;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 27,80;€ 39,75;;€ 0,00;€ 39,75
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Tilburg Thomas van Aquinostraat;Norine Verkuijl;06-16103183;NorineVerkuijl@teleworm.us;Edisonlaan 51;Tilburg;donderdag 6 december 2018;Afhalen;donderdag 6 december 2018;17:26;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 43,80;;€ 0,00;€ 43,80
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;

Heemskerk;Vasiliki Groot Koerkamp;06-50446034;VasilikiGrootKoerkamp@einrot.com;Annette Poelmanstraat 154;Heemskerk;zondag 3 februari 2019;Afhalen;zondag 3 februari 2019;20:34;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 45,25;;€ 0,00;€ 45,25
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;1;Ham, Basilicum;€ 1,50;€ 10,45;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Ede;Jurriaan Duijm;06-99191025;JurriaanDuijm@gustr.com;Van Heutszlaan 47;Ede;donderdag 14 september 2017;Afhalen;donderdag 14 september 2017;20:17;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 43,80;€ 98,50;2e pizza gratis bij afhalen;€ 4,95;€ 93,55
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Delft Papsouwselaan;Jürgen Carlier;06-57061188;JurgenCarlier@superrito.com;Zjoekowlaan 26;Delft;woensdag 14 maart 2018;Afhalen;woensdag 14 maart 2018;19:46;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 20,85;;€ 0,00;€ 20,85
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Uden;0 Jas;06-56390781;0Jas@einrot.com;Narcisstraat 110;Uden;zondag 25 augustus 2019;Afhalen;zondag 25 augustus 2019;16:00;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Den Haag Oude Haagweg;Fons Voermans;06-95705326;FonsVoermans@einrot.com;Van der Veerelaan 161;Amstelveen;zaterdag 18 mei 2019;Bezorgen;zaterdag 18 mei 2019;20:48;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

AC Sevenum;Davita Pluijm;06-63264721;DavitaPluijm@armyspy.com;De Donckstraat 76;Sevenum;zaterdag 21 juli 2018;Afhalen;zaterdag 21 juli 2018;17:44;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Maastricht;Esra Kars;06-63051925;EsraKars@fleckens.hu;Termileslaan 85;Maastricht;maandag 25 maart 2019;Afhalen;maandag 25 maart 2019;20:20;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;2;Paprikamix, Kaas;€ 2,00;€ 19,90;€ 58,25;;€ 0,00;€ 58,25
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;Geitenkaas, Basilicum;€ 1,50;€ 14,45;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;2;Ham, Chicken Kebab;€ 3,00;€ 23,90;;;;

Amsterdam Overtoom;Ralph Leijdekkers;06-78445982;RalphLeijdekkers@fleckens.hu;Jacobus Jan Cremerplein 2;Amsterdam;zondag 11 november 2018;Afhalen;zondag 11 november 2018;17:30;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;€ 74,65;;€ 0,00;€ 74,65
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Osdorp;Bernard Noordijk;06-16647892;BernardNoordijk@teleworm.us;Emostraat 83;Haarlem;vrijdag 22 december 2017;Afhalen;vrijdag 22 december 2017;16:53;Veggi;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Sneek;Bouke Wijdenes;06-94389279;BoukeWijdenes@teleworm.us;Geeuwkade 96;Sneek;dinsdag 9 mei 2017;Bezorgen;dinsdag 9 mei 2017;17:27;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 19,90;;€ 0,00;€ 19,90

Oosterhout;Metin Leeflang;06-68109880;MetinLeeflang@teleworm.us;Krommebeemd 90;Oosterhout;zaterdag 12 augustus 2017;Afhalen;zaterdag 12 augustus 2017;19:34;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 28,80;3e pizza gratis bij bezorgen;€ 0,00;€ 28,80
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;

Amersfoort Vathorst;Muhamed Koole;06-36413338;MuhamedKoole@teleworm.us;Weberstraat 72;Amersfoort;zaterdag 14 september 2019;Afhalen;zaterdag 14 september 2019;19:39;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 91,00;3e pizza gratis bij bezorgen;€ 0,00;€ 91,00
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;1;Shoarma, Spaanse Pepers, Champignons, Chorizo;€ 4,50;€ 16,45;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 27,80;;;;

Haarlem Tesselschadeplein;Ferdie Molina;06-48798136;FerdieMolina@armyspy.com;Rollandstraat 85;Haarlem;vrijdag 14 december 2018;Bezorgen;vrijdag 14 december 2018;17:52;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 10,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Gorinchem;Marcellus Knegt;06-75761698;MarcellusKnegt@teleworm.us;Willem Kloosstraat 127;Gorinchem;woensdag 17 april 2019;Bezorgen;woensdag 17 april 2019;18:06;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Roosendaal;Siem Exalto;06-68551769;SiemExalto@rhyta.com;Vondellaan 16;Roosendaal;maandag 30 juli 2018;Afhalen;maandag 30 juli 2018;18:17;Hawaii;Large Pizza;Tomatensaus;€ 6,95;2;Verse Tomaat, Groene Olijven;€ 2,00;€ 25,90;€ 25,90;25% korting op je bestelling;€ 6,48;€ 19,43

Nieuwegein;Aiden de Blok;06-59873711;AidendeBlok@einrot.com;Geelgors 61;Nieuwegein;woensdag 21 maart 2018;Bezorgen;woensdag 21 maart 2018;16:25;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Haarlem Zuid;Josia ten Cate;06-49702999;JosiatenCate@rhyta.com;Gasthuissingel 39;Haarlem;dinsdag 14 mei 2019;Bezorgen;dinsdag 14 mei 2019;17:28;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;€ 22,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 22,90
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Dongen;Jurjan van Os;06-30318583;JurjanvanOs@gustr.com;Bijvoetstraat 114;Dongen;maandag 19 juni 2017;Bezorgen;maandag 19 juni 2017;17:57;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Voorschoten;Rembrandt de Backer;06-13432958;RembrandtdeBacker@cuvox.de;Ter Wadding 56;Voorschoten;zondag 11 februari 2018;Bezorgen;zondag 11 februari 2018;18:35;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;2e pizza gratis bij afhalen;€ 0,00;€ 6,95

Amsterdam Ceintuurbaan;Edmund van Ast;06-48836046;EdmundvanAst@einrot.com;Van Ostadestraat 14;Amsterdam;dinsdag 23 juli 2019;Afhalen;dinsdag 23 juli 2019;20:29;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 22,85;;€ 0,00;€ 22,85
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Alkmaar;Ray Hengeveld;06-48202582;RayHengeveld@einrot.com;Stuartstraat 16;Alkmaar;maandag 30 april 2018;Afhalen;maandag 30 april 2018;20:54;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 22,90;3e pizza gratis bij bezorgen;€ 0,00;€ 22,90
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;Pepperoni;€ 1,00;€ 11,95;;;;

Nootdorp;Gesina Anthony;06-49705154;GesinaAnthony@dayrep.com;Sint Matthijsstraat 4;Hoorn;maandag 24 december 2018;Afhalen;maandag 24 december 2018;18:12;Funghi;Large Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 35,80;€ 74,60;;€ 0,00;€ 74,60
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Rotterdam Mariniersweg;Karwan Spreeuwenberg;06-53968457;KarwanSpreeuwenberg@dayrep.com;Posweg 125;Hoogvliet;maandag 21 mei 2018;Afhalen;maandag 21 mei 2018;18:48;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Maarssen;Aantje van Gerwen;06-49670859;AantjevanGerwen@superrito.com;Reigerskamp 52;Maarssen;donderdag 28 maart 2019;Bezorgen;donderdag 28 maart 2019;20:12;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 40,80;;€ 0,00;€ 40,80
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Naaldwijk;Tolgahan Borsje;06-33197479;TolgahanBorsje@teleworm.us;Hoge Noordweg 170;Naaldwijk;woensdag 24 mei 2017;Afhalen;woensdag 24 mei 2017;17:45;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 43,80;€ 54,75;;€ 0,00;€ 54,75
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;Kip;€ 1,00;€ 10,95;;;;

AC Sevenum;Emese Hubers;06-96558461;EmeseHubers@teleworm.us;De Hees 176;Kronenberg;vrijdag 23 juni 2017;Afhalen;vrijdag 23 juni 2017;16:51;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;€ 19,90;3e pizza gratis bij bezorgen;€ 0,00;€ 19,90

Zwolle;Gustav van Wamel;06-12021861;GustavvanWamel@superrito.com;A Plein 91;Zwolle;zaterdag 13 mei 2017;Afhalen;zaterdag 13 mei 2017;19:18;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Harderwijk;Jamie Prins;06-85409792;JamiePrins@armyspy.com;Trumanlaan 96;Harderwijk;woensdag 20 maart 2019;Bezorgen;woensdag 20 maart 2019;17:34;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;Knoflooksaus Swirl, Honing Mosterdsaus, Bacon, Chorizo;€ 3,00;€ 11,95;€ 40,80;3e pizza gratis bij bezorgen;€ 7,95;€ 32,85
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Hengelo;Annerie Engberts;06-56294707;AnnerieEngberts@armyspy.com;Slotsteeg 124;Hengelo;zaterdag 1 december 2018;Afhalen;zaterdag 1 december 2018;18:52;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 43,80;€ 99,55;2e pizza gratis bij afhalen;€ 6,95;€ 92,60
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;Gehakt, Kaasmix;€ 2,50;€ 22,90;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;2;Kaasmix, Kaas, Pepperoni;€ 3,50;€ 20,90;;;;

Oss;Sahra Kuilboer;06-50296538;SahraKuilboer@einrot.com;Willandstraat 136;Berghem;donderdag 29 augustus 2019;Afhalen;donderdag 29 augustus 2019;20:40;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 17,90;;€ 0,00;€ 17,90
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;Chorizo, Ananas, Gorgonzola, Paprikamix;€ 4,00;€ 10,95;;;;

Amstelveen;Remi Pouw;06-19157889;RemiPouw@cuvox.de;Bos en Vaartlaan 187;Amstelveen;dinsdag 26 maart 2019;Bezorgen;dinsdag 26 maart 2019;19:18;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;€ 72,50;2e pizza gratis bij afhalen;€ 0,00;€ 72,50
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Hoorn;Henrie Boone;06-14128934;HenrieBoone@einrot.com;Watermolen 85;Hoorn;dinsdag 12 september 2017;Bezorgen;dinsdag 12 september 2017;17:20;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Almere Buiten;Shaima Raatjes;06-14016532;ShaimaRaatjes@einrot.com;Terschellingstraat 103;Almere;dinsdag 16 oktober 2018;Afhalen;dinsdag 16 oktober 2018;17:31;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 70,65;;€ 0,00;€ 70,65
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Alphen aan den Rijn;Kiki Selier;06-40155163;KikiSelier@superrito.com;Steekterweg 41;Alphen aan den Rijn;maandag 3 juli 2017;Bezorgen;maandag 3 juli 2017;19:31;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 44,75;;€ 0,00;€ 44,75
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Helmond;Boukje Luttikhuis;06-62968190;BoukjeLuttikhuis@gustr.com;Hurksestraat 54;Helmond;dinsdag 15 januari 2019;Afhalen;dinsdag 15 januari 2019;19:23;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 4,95;€ 72,10;;€ 0,00;€ 72,10
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;Shoarma, Merguez;€ 2,50;€ 9,45;;;;
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Alphen aan den Rijn;Dilek Mul;06-18314629;DilekMul@cuvox.de;Prinses Irenelaan 159;Alphen aan den Rijn;vrijdag 21 april 2017;Bezorgen;vrijdag 21 april 2017;20:45;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;€ 18,90;2e pizza gratis bij afhalen;€ 0,00;€ 18,90
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Geldrop;Abdulkadir Bots;06-26145957;AbdulkadirBots@cuvox.de;Reinoutlaan 184;Geldrop;dinsdag 23 april 2019;Bezorgen;dinsdag 23 april 2019;18:06;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Tilburg Laarstraat;Petrus Claassens;06-36250254;PetrusClaassens@cuvox.de;Wingerdhoek 164;Tilburg;donderdag 18 juli 2019;Afhalen;donderdag 18 juli 2019;20:20;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 45,75;;€ 0,00;€ 45,75
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Venlo;Isolde Hemminga;06-14080061;IsoldeHemminga@jourrapide.com;Bevrijdingsweg 93;Venlo;zaterdag 27 april 2019;Afhalen;zaterdag 27 april 2019;19:41;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Almere;Kay Vierhout;06-97597706;KayVierhout@einrot.com;Samuel Esmeijerstraat 196;Almere;zaterdag 3 augustus 2019;Bezorgen;zaterdag 3 augustus 2019;19:45;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 28,35;;€ 0,00;€ 28,35
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;Tonijn, Pepperoni, Merguez, Merguez;€ 4,50;€ 10,45;;;;

Oss;Roché de Keijzer;06-58047900;RochedeKeijzer@einrot.com;Monseigneur van der Veldenstraat 112;Ravenstein;vrijdag 12 april 2019;Afhalen;vrijdag 12 april 2019;17:02;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 58,65;2e pizza gratis bij afhalen;€ 4,95;€ 53,70
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Roermond;Senem Steunebrink;06-47758673;SenemSteunebrink@gustr.com;Pastoor Drehmannsstraat 105;Herten;zaterdag 24 november 2018;Bezorgen;zaterdag 24 november 2018;18:03;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;1;Pepperoni;€ 1,00;€ 9,95;;;;

Goes;Silke Pekel;06-88457747;SilkePekel@cuvox.de;Ravensteinlaan 42;Kloetinge;zaterdag 13 april 2019;Bezorgen;zaterdag 13 april 2019;20:01;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Emmen;Lorain van Duinen;06-95529901;LorainvanDuinen@rhyta.com;Halvemaanweg 31;Emmen;dinsdag 24 januari 2017;Bezorgen;dinsdag 24 januari 2017;18:03;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 52,20;;€ 0,00;€ 52,20
